official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
436	1	岁	436_1	歲	false	万岁	萬歲	corpus-example	tatoeba:11758750	自由魁北克万岁！	自由魁北克萬歲！		lexical-context
438	1	回	438_0	回	true	回来	回來	corpus-example	tatoeba:344983	我明天回来后会打电话给他们。	我明天回來後會打電話給他們。		lexical-context
438	1	回	438_1	迴	false	回归	迴歸	corpus-example	tatoeba:10058500	有一首关于澳门回归的歌很好听。	有一首關於澳門迴歸的歌很好聽。		lexical-context
439	1	岂	439_1	豈	false	岂非	豈非	authored-natural-example	manual	这样做岂非浪费时间？	這樣做豈非浪費時間？		lexical-context
440	1	则	440_1	則	false	原则	原則	corpus-example	tatoeba:1471139	在办公室吸烟违背我们的原则。	在辦公室吸菸違揹我們的原則。		lexical-context
441	1	刚	441_1	剛	false	刚才	剛才	corpus-example	tatoeba:1260507	我刚才瞧了一眼，一点没意思。	我剛才瞧了一眼，一點沒意思。		lexical-context
442	1	网	442_1	網	false	网络	網絡	corpus-example	tatoeba:13976082	他通过开直播来结交网络朋友。	他透過開直播來結交網絡朋友。		lexical-context
445	1	朱	445_0	朱	true	朱元璋	朱元璋	authored-example	project-authored	朱元璋建立了明朝。	朱元璋建立了明朝。		lexical-context
445	1	朱	445_1	硃	false	朱红	硃紅	authored-natural-example	manual	她用朱红色颜料画了一朵花。	她用硃紅色顏料畫了一朵花。		lexical-context
451	1	迁	451_1	遷	false	变迁	變遷	corpus-example	tatoeba:13605144	气候变迁正在对地球范围内造成严重影响。	氣候變遷正在對地球範圍內造成嚴重影響。		lexical-context
452	1	乔	452_1	喬	false	乔木	喬木	authored-example	project-authored	院子里种着几棵高大的乔木。	院子裡種著幾棵高大的喬木。		lexical-context
454	1	伟	454_1	偉	false	伟大	偉大	corpus-example	tatoeba:332835	他是日本最伟大的艺术家之一。	他是日本最偉大的藝術家之一。		lexical-context
455	1	传	455_1	傳	false	传统	傳統	corpus-example	tatoeba:1426458	他们传统的生活方式不再存在。	他們傳統的生活方式不再存在。		lexical-context
461	1	优	461_1	優	false	优势	優勢	corpus-example	tatoeba:755897	主场队总是比对手有优势。	主場隊總是比對手有優勢。		lexical-context
468	1	伤	468_1	傷	false	受伤	受傷	corpus-example	tatoeba:1516240	他在一场交通事故中严重受伤。	他在一場交通事故中嚴重受傷。		lexical-context
469	1	价	469_1	價	false	价值	價值	corpus-example	tatoeba:606893	这是一个具有历史价值的城市。	這是一個具有歷史價值的城市。		lexical-context
470	1	伦	470_1	倫	false	伦敦	倫敦	corpus-example	tatoeba:335017	他一到伦敦就给我发了个电报。	他一到倫敦就給我發了個電報。		lexical-context
472	1	华	472_1	華	false	新华社	新華社	authored-example	project-authored	新华社发布了这条消息。	新華社釋出了這條訊息。		lexical-context
475	1	伙	475_0	伙	true	伙伴	伙伴	corpus-example	tatoeba:1438474	他和他的伙伴让我跟他们一起去。	他和他的伙伴讓我跟他們一起去。		lexical-context
475	1	伙	475_1	夥	false	伙伴	夥伴	corpus-example	tatoeba:1438474	他和他的伙伴让我跟他们一起去。	他和他的夥伴讓我跟他們一起去。		lexical-context
476	1	伪	476_1	僞	false	伪托	僞託	authored-example	project-authored	这部作品被后人伪托给名家。	這部作品被後人僞託給名家。		lexical-context
480	1	向	480_0	向	true	方向	方向	corpus-example	tatoeba:343410	我肯定事情会往好的方向发展。	我肯定事情會往好的方向發展。		lexical-context
480	1	向	480_1	嚮	false	面向	面嚮	corpus-example	tatoeba:13882008	向日葵总是面向太阳。	向日葵總是面嚮太陽。		lexical-context
482	1	后	482_0	后	true	先后	先后	corpus-example	tatoeba:683070	他主张的是出生的先后次序和个性有很密切的关系。	他主張的是出生的先后次序和個性有很密切的關係。		lexical-context
482	1	后	482_1	後	false	以后	以後	lexical-context	cc-cedict	我们以后再谈。	我們以後再談。		lexical-context
486	1	会	486_1	會	false	社会	社會	corpus-example	tatoeba:5550294	他不仅社会学毕业，还有哲学。	他不僅社會學畢業，還有哲學。		lexical-context
487	1	杀	487_1	殺	false	杀人	殺人	corpus-example	tatoeba:12686377	那个杀人犯依然逍遥法外。	那個殺人犯依然逍遙法外。		lexical-context
488	1	合	488_0	合	true	合作	合作	corpus-example	tatoeba:2915096	没人能够预言这次合作的结果。	沒人能夠預言這次合作的結果。		lexical-context
488	1	合	488_1	閤	false	合眼	閤眼	authored-example	project-authored	外面太吵，我一夜没有合眼。	外面太吵，我一夜沒有閤眼。		lexical-context
491	1	众	491_1	衆	false	与众不同	與衆不同	corpus-example	tatoeba:5095102	汤姆有什么很与众不同的地方吗？	湯姆有什麼很與衆不同的地方嗎？		lexical-context
492	1	爷	492_1	爺	false	老爷	老爺	corpus-example	tatoeba:14010759	老爷子毕生的心血全泡汤了。	老爺子畢生的心血全泡湯了。		lexical-context
493	1	伞	493_1	傘	false	伞兵	傘兵	authored-example	project-authored	伞兵从运输机上依次跳下。	傘兵從運輸機上依次跳下。		lexical-context
494	1	创	494_1	創	false	创造	創造	corpus-example	tatoeba:400819	咖啡师们该创造一个情景喜剧。	咖啡師們該創造一個情景喜劇。		lexical-context
498	1	杂	498_1	雜	false	复杂	複雜	corpus-example	tatoeba:2367543	事情总比我们想的要复杂得多。	事情總比我們想的要複雜得多。		lexical-context
503	1	负	503_1	負	false	负责	負責	corpus-example	tatoeba:334340	父母要对他们子女的安全负责。	父母要對他們子女的安全負責。		lexical-context
510	1	壮	510_1	壯	false	壮丽	壯麗	corpus-example	tatoeba:346126	我从没见过那么壮丽的日落景色。	我從沒見過那麼壯麗的日落景色。		lexical-context
511	1	冲	511_0	冲	true	冲龄	冲齡	authored-example	project-authored	皇帝冲龄即位，由大臣辅政。	皇帝冲齡即位，由大臣輔政。		lexical-context
511	1	冲	511_1	衝	false	冲突	衝突	corpus-example	tatoeba:5360059	这两个国家经常发生边境冲突。	這兩個國家經常發生邊境衝突。		lexical-context
512	1	妆	512_1	妝	false	化妆品	化妝品	authored-example	project-authored	她对这种化妆品过敏。	她對這種化妝品過敏。		lexical-context
514	1	庄	514_1	莊	false	庄严	莊嚴	authored-natural-example	manual	大厅里的气氛十分庄严。	大廳裡的氣氛十分莊嚴。		lexical-context
515	1	庆	515_1	慶	false	重庆	重慶	corpus-example	tatoeba:2228186	重庆是一座丘陵的城市，道路弯弯曲曲的。	重慶是一座丘陵的城市，道路彎彎曲曲的。		lexical-context
517	1	刘	517_1	劉	false	刘备	劉備	corpus-example	tatoeba:421511	刘备和诸葛亮是一支无法战胜的队伍。	劉備和諸葛亮是一支無法戰勝的隊伍。		lexical-context
518	1	齐	518_1	齊	false	一齐	一齊	authored-example	project-authored	大家一齐举起了杯子。	大家一齊舉起了杯子。		lexical-context
522	1	产	522_1	産	false	黑产	黑産	authored-example	project-authored	警方正在调查网络黑产。	警方正在調查網路黑産。		lexical-context
527	1	闭	527_1	閉	false	闭会	閉會	authored-example	project-authored	主席宣布大会正式闭会。	主席宣佈大會正式閉會。		lexical-context
528	1	问	528_1	問	false	问题	問題	corpus-example	tatoeba:332526	如何克服日元升高是个大问题。	如何克服日元升高是個大問題。		lexical-context
529	1	闯	529_1	闖	false	闯王	闖王	authored-example	project-authored	李自成被称为闯王。	李自成被稱為闖王。		lexical-context
532	1	关	532_1	關	false	关系	關係	corpus-example	tatoeba:334900	这个犯罪和我一点关系都没有。	這個犯罪和我一點關係都沒有。		lexical-context
534	1	灯	534_1	燈	false	灯光	燈光	corpus-example	tatoeba:4948530	灯光太暗了，我没法阅读。	燈光太暗了，我沒法閱讀。		lexical-context
542	1	汤	542_1	湯	false	鸡汤	雞湯	authored-example	project-authored	锅里的鸡汤还在冒热气。	鍋裡的雞湯還在冒熱氣。		lexical-context
544	1	兴	544_1	興	false	高兴	高興	corpus-example	tatoeba:332579	听到她成功的消息，他很高兴。	聽到她成功的訊息，他很高興。		lexical-context
550	1	讲	550_1	講	false	讲话	講話	corpus-example	tatoeba:3077990	这里有点吵，请你讲话大点声。	這裡有點吵，請你講話大點聲。		lexical-context
551	1	讳	551_1	諱	false	忌讳	忌諱	corpus-example	tatoeba:4813413	艺术不同于哲学，它最忌讳抽象。	藝術不同於哲學，它最忌諱抽象。		lexical-context
552	1	军	552_1	軍	false	军事	軍事	corpus-example	tatoeba:3544974	这个国家的军事力量很先进。	這個國家的軍事力量很先進。		lexical-context
553	1	讶	553_1	訝	false	惊讶	驚訝	corpus-example	tatoeba:346477	听说他失败了，我感到很惊讶。	聽說他失敗了，我感到很驚訝。		lexical-context
554	1	许	554_1	許	false	许多	許多	corpus-example	tatoeba:1870806	这本书包含了许多美丽的插图。	這本書包含了許多美麗的插圖。		lexical-context
555	1	讹	555_1	訛	false	讹诈	訛詐	authored-example	project-authored	罪犯用照片对受害者进行讹诈。	罪犯用照片對受害者進行訛詐。		lexical-context
556	1	论	556_1	論	false	理论	理論	corpus-example	tatoeba:335109	最后，他终于明白了那个理论。	最後，他終於明白了那個理論。		lexical-context
557	1	讼	557_1	訟	false	诉讼	訴訟	corpus-example	tatoeba:10153683	汤姆将对他们提起民事诉讼。	湯姆將對他們提起民事訴訟。		lexical-context
558	1	农	558_1	農	false	农业	農業	corpus-example	tatoeba:2515316	政府应该加大对农业的投资。	政府應該加大對農業的投資。		lexical-context
559	1	讽	559_1	諷	false	讽刺	諷刺	corpus-example	tatoeba:4746474	你不觉得这个名字很讽刺吗，「神圣的战争」？	你不覺得這個名字很諷刺嗎，「神聖的戰爭」？		lexical-context
560	1	设	560_1	設	false	建设	建設	corpus-example	tatoeba:9846223	建设美丽新疆，共圆祖国梦想。	建設美麗新疆，共圓祖國夢想。		lexical-context
561	1	访	561_1	訪	false	采访	採訪	corpus-example	tatoeba:810068	这名采访者确认了他的采访对象。	這名採訪者確認了他的採訪物件。		lexical-context
562	1	诀	562_1	訣	false	秘诀	秘訣	corpus-example	tatoeba:13275185	秘诀是什么？	秘訣是什麼？		lexical-context
563	1	寻	563_1	尋	false	寻找	尋找	corpus-example	tatoeba:662309	我在寻找一个礼物送给我母亲。	我在尋找一個禮物送給我母親。		lexical-context
566	1	尽	566_1	盡	false	尽量	盡量	corpus-example	tatoeba:10926508	游戏目标是尽量长时间保持不动。	遊戲目標是盡量長時間保持不動。		lexical-context
566	1	尽	566_2	儘	false	尽管	儘管	corpus-example	tatoeba:786018	尽管他很富有，他还是不满足。	儘管他很富有，他還是不滿足。		lexical-context
567	1	导	567_1	導	false	领导	領導	corpus-example	tatoeba:13828932	许多人说他不适合当领导。	許多人說他不適合當領導。		lexical-context
570	1	孙	570_1	孫	false	孙中山	孫中山	authored-example	project-authored	孙中山出生于广东香山。	孫中山出生於廣東香山。		lexical-context
571	1	阵	571_1	陣	false	一阵	一陣	corpus-example	tatoeba:13753072	一阵寒意像砖头一样击中了我。	一陣寒意像磚頭一樣擊中了我。		lexical-context
572	1	阳	572_1	陽	false	襄阳	襄陽	corpus-example	tatoeba:421086	我不好去新天地，坐星巴克，也要走走襄阳路市场，做做月工资全化光的人。	我不好去新天地，坐星巴克，也要走走襄陽路市場，做做月工資全化光的人。		lexical-context
574	1	阶	574_1	階	false	阶段	階段	corpus-example	tatoeba:688273	工程的第一阶段已经完成了。	工程的第一階段已經完成了。		lexical-context
575	1	阴	575_1	陰	false	阴谋	陰謀	corpus-example	tatoeba:13117586	人们指控他参与了这场阴谋。	人們指控他參與了這場陰謀。		lexical-context
579	1	妇	579_1	婦	false	妇女	婦女	corpus-example	tatoeba:10260763	在沙特阿拉伯妇女不允许开车。	在沙烏地阿拉伯婦女不允許開車。		lexical-context
583	1	妈	583_1	媽	false	他妈的	他媽的	corpus-example	tatoeba:12314099	我他妈的才不管你们说什么！	我他媽的才不管你們說什麼！		lexical-context
584	1	戏	584_1	戲	false	游戏	遊戲	corpus-example	tatoeba:471032	父母在和他们的孩子玩游戏。	父母在和他們的孩子玩遊戲。		lexical-context
586	1	观	586_1	觀	false	观点	觀點	corpus-example	tatoeba:10696012	他的观点为问题带来了新想法。	他的觀點為問題帶來了新想法。		lexical-context
587	1	欢	587_1	歡	false	喜欢	喜歡	corpus-example	tatoeba:332849	你更喜欢哪个，这个还是那个？	你更喜歡哪個，這個還是那個？		lexical-context
588	1	买	588_1	買	false	购买	購買	corpus-example	tatoeba:429478	我当时每个月都会购买五本书。	我當時每個月都會購買五本書。		lexical-context
589	1	红	589_1	紅	false	红色	紅色	corpus-example	tatoeba:1517746	那个有红色房顶的是汤姆的家。	那個有紅色房頂的是湯姆的家。		lexical-context
590	1	驮	590_1	馱	false	驮运	馱運	authored-example	project-authored	骡子负责驮运山里的物资。	騾子負責馱運山裡的物資。		lexical-context
591	1	纤	591_1	纖	false	纤维	纖維	corpus-example	tatoeba:373196	你要吃多点含膳食纤维的食物。	你要吃多點含膳食纖維的食物。		lexical-context
591	1	纤	591_2	縴	false	纤夫	縴夫	authored-example	project-authored	纤夫拉着船逆流而上。	縴夫拉著船逆流而上。		lexical-context
592	1	驯	592_1	馴	false	驯鹿	馴鹿	authored-example	project-authored	驯鹿在雪地里寻找食物。	馴鹿在雪地裡尋找食物。		lexical-context
