order	source_mapping	simplified	traditional	pinyin	taiwan_pinyin	meaning	simplified_sentence	traditional_sentence	example_source	example_source_id	source_sentence	pinyin_source	taiwan_pinyin_source
99	3700_1	正经	正經	zhèng jīng		decent	说是微醺里的呓语吧，人家也一本正经的文字。	說是微醺裡的囈語吧，人家也一本正經的文字。	leipzig	zho_news_2020_300K:264628	说是微醺里的呓语吧，人家也一本正经的文字。	CC-CEDICT	
100	3702_1	叫声	叫聲	jiào shēng		yelling	林中传来黄莺呖呖的叫声。	林中傳來黃鶯嚦嚦的叫聲。	preexisting			CC-CEDICT	
101	3704_1	地名	地名	dì míng		place name	旸谷是一个地名。	暘谷是一個地名。	authored	level-2/3704_1	旸谷是一个地名。	CC-CEDICT	
102	3708_1	佛教	佛教	fó jiào		Buddhism	受其影响，歌赞梵呗也随着佛教传入中国。	受其影響，歌贊梵唄也隨著佛教傳入中國。	leipzig	zho_wikipedia_2018_1M:281457	受其影响，歌赞梵呗也随着佛教传入中国。	CC-CEDICT	
103	3712_1	器物	器物	qì wù		implement	帏幕是一种器物。	幃幕是一種器物。	authored	level-2/3712_1	帏幕是一种器物。	CC-CEDICT	
104	3715_1	越南	越南	yuè nán		Vietnam	最大的可能，航母是在越南岘港停泊时感染上的。	最大的可能，航母是在越南峴港停泊時感染上的。	leipzig	zho_news_2020_300K:177508	最大的可能，航母是在越南岘港停泊时感染上的。	CC-CEDICT	
105	3715_1	岘港	峴港	xiàn gǎng		Da Nang or Danang	最大的可能，航母是在越南岘港停泊时感染上的。	最大的可能，航母是在越南峴港停泊時感染上的。	leipzig	zho_news_2020_300K:177508	最大的可能，航母是在越南岘港停泊时感染上的。	CC-CEDICT	
106	3715_1	停泊	停泊	tíng bó		to anchor	最大的可能，航母是在越南岘港停泊时感染上的。	最大的可能，航母是在越南峴港停泊時感染上的。	leipzig	zho_news_2020_300K:177508	最大的可能，航母是在越南岘港停泊时感染上的。	CC-CEDICT	
107	3715_1	感染	感染	gǎn rǎn		to infect	最大的可能，航母是在越南岘港停泊时感染上的。	最大的可能，航母是在越南峴港停泊時感染上的。	leipzig	zho_news_2020_300K:177508	最大的可能，航母是在越南岘港停泊时感染上的。	CC-CEDICT	
108	3717_1	李岚清	李嵐清	lǐ lán qīng		Li Lanqing	李岚清副总理任内曾主持多个高校合并的案例。	李嵐清副總理任內曾主持多個高校合併的案例。	leipzig	zho_wikipedia_2018_1M:608307	李岚清副总理任内曾主持多个高校合并的案例。	CC-CEDICT	
109	3717_1	副总理	副總理	fù zǒng lǐ		vice-premier	李岚清副总理任内曾主持多个高校合并的案例。	李嵐清副總理任內曾主持多個高校合併的案例。	leipzig	zho_wikipedia_2018_1M:608307	李岚清副总理任内曾主持多个高校合并的案例。	CC-CEDICT	
110	3717_1	任内	任內	rèn nèi		period in office	李岚清副总理任内曾主持多个高校合并的案例。	李嵐清副總理任內曾主持多個高校合併的案例。	leipzig	zho_wikipedia_2018_1M:608307	李岚清副总理任内曾主持多个高校合并的案例。	CC-CEDICT	
111	3717_1	高校	高校	gāo xiào		universities and colleges	李岚清副总理任内曾主持多个高校合并的案例。	李嵐清副總理任內曾主持多個高校合併的案例。	leipzig	zho_wikipedia_2018_1M:608307	李岚清副总理任内曾主持多个高校合并的案例。	CC-CEDICT	
112	3717_1	合并	合併	hé bìng		to merge	李岚清副总理任内曾主持多个高校合并的案例。	李嵐清副總理任內曾主持多個高校合併的案例。	leipzig	zho_wikipedia_2018_1M:608307	李岚清副总理任内曾主持多个高校合并的案例。	CC-CEDICT	
113	3717_1	案例	案例	àn lì		case	李岚清副总理任内曾主持多个高校合并的案例。	李嵐清副總理任內曾主持多個高校合併的案例。	leipzig	zho_wikipedia_2018_1M:608307	李岚清副总理任内曾主持多个高校合并的案例。	CC-CEDICT	
114	3719_1	猛禽	猛禽	měng qín		bird of prey	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	與猛獸不同，猛禽在進食時並不咀嚼獵物，大多是將獵物連皮毛帶骨骼囫圇吞下。	leipzig	zho_wikipedia_2018_1M:68407	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	CC-CEDICT	
115	3719_1	咀嚼	咀嚼	jǔ jué		to chew	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	與猛獸不同，猛禽在進食時並不咀嚼獵物，大多是將獵物連皮毛帶骨骼囫圇吞下。	leipzig	zho_wikipedia_2018_1M:68407	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	CC-CEDICT	
116	3719_1	大多	大多	dà duō		for the most part	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	與猛獸不同，猛禽在進食時並不咀嚼獵物，大多是將獵物連皮毛帶骨骼囫圇吞下。	leipzig	zho_wikipedia_2018_1M:68407	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	CC-CEDICT	
117	3719_1	皮毛	皮毛	pí máo		fur	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	與猛獸不同，猛禽在進食時並不咀嚼獵物，大多是將獵物連皮毛帶骨骼囫圇吞下。	leipzig	zho_wikipedia_2018_1M:68407	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	CC-CEDICT	
118	3719_1	骨骼	骨骼	gǔ gé		bones	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	與猛獸不同，猛禽在進食時並不咀嚼獵物，大多是將獵物連皮毛帶骨骼囫圇吞下。	leipzig	zho_wikipedia_2018_1M:68407	与猛兽不同，猛禽在进食时并不咀嚼猎物，大多是将猎物连皮毛带骨骼囫囵吞下。	CC-CEDICT	
119	3721_1	收入	收入	shōu rù		to take in	当时，李大钊每月的收入完全可以过上富裕的生活。	當時，李大釗每月的收入完全可以過上富裕的生活。	leipzig	zho_news_2020_300K:140768	当时，李大钊每月的收入完全可以过上富裕的生活。	CC-CEDICT	
120	3721_1	富裕	富裕	fù yù		prosperous	当时，李大钊每月的收入完全可以过上富裕的生活。	當時，李大釗每月的收入完全可以過上富裕的生活。	leipzig	zho_news_2020_300K:140768	当时，李大钊每月的收入完全可以过上富裕的生活。	CC-CEDICT	
121	3722_1	样品	樣品	yàng pǐn		sample	实验室严格管理钋样品。	實驗室嚴格管理釙樣品。	preexisting			CC-CEDICT	
122	3748_1	羊羔	羊羔	yáng gāo		lamb	祭牲通常是母羊、羊羔或山羊，若力量不够，可用斑鸠或雏鸽等。	祭牲通常是母羊、羊羔或山羊，若力量不夠，可用斑鳩或雛鴿等。	leipzig	zho_wikipedia_2018_1M:759102	祭牲通常是母羊、羊羔或山羊，若力量不够，可用斑鸠或雏鸽等。	CC-CEDICT	
123	3748_1	山羊	山羊	shān yáng		goat	祭牲通常是母羊、羊羔或山羊，若力量不够，可用斑鸠或雏鸽等。	祭牲通常是母羊、羊羔或山羊，若力量不夠，可用斑鳩或雛鴿等。	leipzig	zho_wikipedia_2018_1M:759102	祭牲通常是母羊、羊羔或山羊，若力量不够，可用斑鸠或雏鸽等。	CC-CEDICT	
124	3749_1	当天	當天	dāng tiān		on that day	当天，炮台街更名为沧白路，新生路更名为邹容路。	當天，炮臺街更名為滄白路，新生路更名為鄒容路。	leipzig	zho_wikipedia_2018_1M:492391	当天，炮台街更名为沧白路，新生路更名为邹容路。	CC-CEDICT	
125	3749_1	炮台	炮臺	pào tái		fort	当天，炮台街更名为沧白路，新生路更名为邹容路。	當天，炮臺街更名為滄白路，新生路更名為鄒容路。	leipzig	zho_wikipedia_2018_1M:492391	当天，炮台街更名为沧白路，新生路更名为邹容路。	CC-CEDICT	
126	3749_1	更名	更名	gēng míng		to rename	当天，炮台街更名为沧白路，新生路更名为邹容路。	當天，炮臺街更名為滄白路，新生路更名為鄒容路。	leipzig	zho_wikipedia_2018_1M:492391	当天，炮台街更名为沧白路，新生路更名为邹容路。	CC-CEDICT	
127	3749_1	新生	新生	xīn shēng		new	当天，炮台街更名为沧白路，新生路更名为邹容路。	當天，炮臺街更名為滄白路，新生路更名為鄒容路。	leipzig	zho_wikipedia_2018_1M:492391	当天，炮台街更名为沧白路，新生路更名为邹容路。	CC-CEDICT	
128	3749_1	邹容	鄒容	zōu róng		Zou Rong	当天，炮台街更名为沧白路，新生路更名为邹容路。	當天，炮臺街更名為滄白路，新生路更名為鄒容路。	leipzig	zho_wikipedia_2018_1M:492391	当天，炮台街更名为沧白路，新生路更名为邹容路。	CC-CEDICT	
129	3750_1	馄饨	餛飩	hún tun	hún dùn	wonton	一碗绉纱馄饨，皮儿薄得连肉也看得见！	一碗縐紗餛飩，皮兒薄得連肉也看得見！	tatoeba	420336	一碗绉纱馄饨，皮儿薄得连肉也看得见！	CC-CEDICT	Taiwan MOE Concise Dictionary
130	3750_1	看得见	看得見	kàn de jiàn		to be able to see	一碗绉纱馄饨，皮儿薄得连肉也看得见！	一碗縐紗餛飩，皮兒薄得連肉也看得見！	tatoeba	420336	一碗绉纱馄饨，皮儿薄得连肉也看得见！	CC-CEDICT	
131	3754_1	申饬	申飭	shēn chì		to warn	拜辞礼毕，上将起，复立而申饬者再四。	拜辭禮畢，上將起，復立而申飭者再四。	leipzig	zho_wikipedia_2018_1M:534398	拜辞礼毕，上将起，复立而申饬者再四。	CC-CEDICT	
132	3756_1	底层	底層	dǐ céng		ground floor	建筑底层中央是土台，四周有单坡的廊庑。	建築底層中央是土臺，四周有單坡的廊廡。	leipzig	zho_wikipedia_2018_1M:485942	建筑底层中央是土台，四周有单坡的廊庑。	CC-CEDICT	
133	3759_1	同志	同志	tóng zhì		comrade	不少同志长疖子，生痱子，患阴囊炎。	不少同志長癤子，生痱子，患陰囊炎。	leipzig	zho_news_2020_300K:14986	不少同志长疖子，生痱子，患阴囊炎。	CC-CEDICT	
134	3759_1	痱子	痱子	fèi zi		miliaria	不少同志长疖子，生痱子，患阴囊炎。	不少同志長癤子，生痱子，患陰囊炎。	leipzig	zho_news_2020_300K:14986	不少同志长疖子，生痱子，患阴囊炎。	CC-CEDICT	
135	3759_1	阴囊	陰囊	yīn náng		scrotum	不少同志长疖子，生痱子，患阴囊炎。	不少同志長癤子，生痱子，患陰囊炎。	leipzig	zho_news_2020_300K:14986	不少同志长疖子，生痱子，患阴囊炎。	CC-CEDICT	
136	3761_1	光绪	光緒	guāng xù		reign name of penultimate Qing emperor…	光绪二十三年（1897年），15岁的蔡艮寅跟随樊锥赴秋闱（	光緒二十三年（1897年），15歲的蔡艮寅跟隨樊錐赴秋闈（	leipzig	zho_wikipedia_2018_1M:203446	光绪二十三年（1897年），15岁的蔡艮寅跟随樊锥赴秋闱（	CC-CEDICT	
137	3761_1	跟随	跟隨	gēn suí		to follow	光绪二十三年（1897年），15岁的蔡艮寅跟随樊锥赴秋闱（	光緒二十三年（1897年），15歲的蔡艮寅跟隨樊錐赴秋闈（	leipzig	zho_wikipedia_2018_1M:203446	光绪二十三年（1897年），15岁的蔡艮寅跟随樊锥赴秋闱（	CC-CEDICT	
138	3763_1	浦东	浦東	pǔ dōng		Pudong	吴淞地区-浦东新区-闵行区-吴淞地区。	吳淞地區-浦東新區-閔行區-吳淞地區。	leipzig	zho_wikipedia_2018_1M:315215	吴淞地区-浦东新区-闵行区-吴淞地区。	CC-CEDICT	
139	3765_1	隋炀帝	隋煬帝	suí yáng dì		Emperor Yang of Sui	隋炀帝的荒淫无度，史上人尽皆知。	隋煬帝的荒淫無度，史上人盡皆知。	leipzig	zho_news_2020_300K:290465	隋炀帝的荒淫无度，史上人尽皆知。	CC-CEDICT	
140	3765_1	荒淫	荒淫	huāng yín		licentious	隋炀帝的荒淫无度，史上人尽皆知。	隋煬帝的荒淫無度，史上人盡皆知。	leipzig	zho_news_2020_300K:290465	隋炀帝的荒淫无度，史上人尽皆知。	CC-CEDICT	
141	3765_1	无度	無度	wú dù		immoderate	隋炀帝的荒淫无度，史上人尽皆知。	隋煬帝的荒淫無度，史上人盡皆知。	leipzig	zho_news_2020_300K:290465	隋炀帝的荒淫无度，史上人尽皆知。	CC-CEDICT	
142	3765_1	史上	史上	shǐ shàng		in history	隋炀帝的荒淫无度，史上人尽皆知。	隋煬帝的荒淫無度，史上人盡皆知。	leipzig	zho_news_2020_300K:290465	隋炀帝的荒淫无度，史上人尽皆知。	CC-CEDICT	
143	3781_1	品质	品質	pǐn zhì	pǐn zhí	character	生于斯、长于斯的陈林经常思考，为什么沩山毛尖品质拔尖，但种植茶叶的茶农却不能脱贫致富？	生於斯、長於斯的陳林經常思考，為什麼潙山毛尖品質拔尖，但種植茶葉的茶農卻不能脫貧致富？	leipzig	zho_news_2020_300K:213441	生于斯、长于斯的陈林经常思考，为什么沩山毛尖品质拔尖，但种植茶叶的茶农却不能脱贫致富？	CC-CEDICT	Taiwan MOE Concise Dictionary
144	3781_1	致富	致富	zhì fù		to become rich	生于斯、长于斯的陈林经常思考，为什么沩山毛尖品质拔尖，但种植茶叶的茶农却不能脱贫致富？	生於斯、長於斯的陳林經常思考，為什麼潙山毛尖品質拔尖，但種植茶葉的茶農卻不能脫貧致富？	leipzig	zho_news_2020_300K:213441	生于斯、长于斯的陈林经常思考，为什么沩山毛尖品质拔尖，但种植茶叶的茶农却不能脱贫致富？	CC-CEDICT	
145	3783_1	得知	得知	dé zhī		to find out	宪宗得知万贞儿死后，怃然曰："万妃长去，吾亦安能久矣"。	憲宗得知萬貞兒死後，憮然曰："萬妃長去，吾亦安能久矣"。	leipzig	zho_wikipedia_2018_1M:444062	宪宗得知万贞儿死后，怃然曰："万妃长去，吾亦安能久矣"。	CC-CEDICT	
146	3784_1	实在	實在	shí zài		really	他们总说我们‘过火’，实在怄气要命。”	他們總說我們‘過火’，實在慪氣要命。”	leipzig	zho_news_2020_300K:38138	他们总说我们‘过火’，实在怄气要命。”	CC-CEDICT	
147	3784_1	要命	要命	yào mìng		to cause sb's death	他们总说我们‘过火’，实在怄气要命。”	他們總說我們‘過火’，實在慪氣要命。”	leipzig	zho_news_2020_300K:38138	他们总说我们‘过火’，实在怄气要命。”	CC-CEDICT	
148	3787_1	一言	一言	yī yán		one sentence	一言以蔽之，赢取这场硬仗，靠的是同仇敌忾，众志成城。	一言以蔽之，贏取這場硬仗，靠的是同仇敵愾，眾志成城。	leipzig	zho_news_2020_300K:11489	一言以蔽之，赢取这场硬仗，靠的是同仇敌忾，众志成城。	CC-CEDICT	
149	3787_1	硬仗	硬仗	yìng zhàng		tough battle	一言以蔽之，赢取这场硬仗，靠的是同仇敌忾，众志成城。	一言以蔽之，贏取這場硬仗，靠的是同仇敵愾，眾志成城。	leipzig	zho_news_2020_300K:11489	一言以蔽之，赢取这场硬仗，靠的是同仇敌忾，众志成城。	CC-CEDICT	
150	3787_1	敌忾	敵愾	dí kài		hatred felt toward one's enemies	一言以蔽之，赢取这场硬仗，靠的是同仇敌忾，众志成城。	一言以蔽之，贏取這場硬仗，靠的是同仇敵愾，眾志成城。	leipzig	zho_news_2020_300K:11489	一言以蔽之，赢取这场硬仗，靠的是同仇敌忾，众志成城。	CC-CEDICT	
151	3787_1	众志成城	眾志成城	zhòng zhì chéng chéng		unity of will is an impregnable stronghold	一言以蔽之，赢取这场硬仗，靠的是同仇敌忾，众志成城。	一言以蔽之，贏取這場硬仗，靠的是同仇敵愾，眾志成城。	leipzig	zho_news_2020_300K:11489	一言以蔽之，赢取这场硬仗，靠的是同仇敌忾，众志成城。	CC-CEDICT	
152	3788_1	每每	每每	měi měi		often	每每这个时候，我总倍感孤独与惆怅。	每每這個時候，我總倍感孤獨與惆悵。	leipzig	zho_news_2020_300K:195479	每每这个时候，我总倍感孤独与惆怅。	CC-CEDICT	
153	3788_1	倍感	倍感	bèi gǎn		to feel even more	每每这个时候，我总倍感孤独与惆怅。	每每這個時候，我總倍感孤獨與惆悵。	leipzig	zho_news_2020_300K:195479	每每这个时候，我总倍感孤独与惆怅。	CC-CEDICT	
