mapping_code	source_type	source_id	simplified_word	traditional_word	simplified_sentence	traditional_sentence	source_sentence
3997_1	leipzig	zho_news_2020_300K:122319	瘴疠	瘴癘	宁远在永州的南边，在九疑山、阳明山两山的围合之中，古称瘴疠之地。	寧遠在永州的南邊，在九疑山、陽明山兩山的圍合之中，古稱瘴癘之地。	宁远在永州的南边，在九疑山、阳明山两山的围合之中，古称瘴疠之地。
3999_1	leipzig	zho_news_2020_300K:243753	溃疡	潰瘍	胃肠炎和溃疡的人群要远离这种腌制食物，否则会加重病情。	胃腸炎和潰瘍的人群要遠離這種醃製食物，否則會加重病情。	胃肠炎和溃疡的人群要远离这种腌制食物，否则会加重病情。
4003_1	authored	level-2/4003_1	沈起炜	沈起煒	沈起炜是一个人名。	沈起煒是一個人名。	沈起炜是一个人名。
4011_1	leipzig	zho_wikipedia_2018_1M:666436	泷水	瀧水	、泷水等较大支流汇入，水量大增；吉水到新干段，切穿武功山余脉，形成一较长的峡谷带。	、瀧水等較大支流匯入，水量大增；吉水到新幹段，切穿武功山餘脈，形成一較長的峽谷帶。	、泷水等较大支流汇入，水量大增；吉水到新干段，切穿武功山余脉，形成一较长的峡谷带。
4012_1	leipzig	zho_news_2020_300K:275372	泸州	瀘州	这时泸州刚遭受过敌机洗劫，火光未息，一片废墟，惨不忍睹。	這時瀘州剛遭受過敵機洗劫，火光未息，一片廢墟，慘不忍睹。	这时泸州刚遭受过敌机洗劫，火光未息，一片废墟，惨不忍睹。
4024_1	leipzig	zho_news_2020_300K:51520	泾县	涇縣	但男现在部队在敌后，驻在泾县杨村。	但男現在部隊在敵後，駐在涇縣楊村。	但男现在部队在敌后，驻在泾县杨村。
4038_1	authored	level-2/4038_1	诓骗	誆騙	诓骗表示一种动作。	誆騙表示一種動作。	诓骗表示一种动作。
4039_1	authored	level-2/4039_1	诔赞	誄讚	诔赞是一个较少见的词语。	誄讚是一個較少見的詞語。	诔赞是一个较少见的词语。
4040_1	authored	level-2/4040_1	扶同诖误	扶同詿誤	扶同诖误是一个较少见的词语。	扶同詿誤是一個較少見的詞語。	扶同诖误是一个较少见的词语。
4041_1	leipzig	zho_wikipedia_2018_1M:280965	诘问	詰問	取中之，结党欺君，故上召对诘问。	取中之，結黨欺君，故上召對詰問。	取中之，结党欺君，故上召对诘问。
4043_1	tatoeba	13149133	诙谐	詼諧	汤姆具有诙谐的性格。	湯姆具有詼諧的性格。	湯姆具有詼諧的性格。
4045_1	leipzig	zho_wikipedia_2018_1M:556715	郓城县	鄆城縣	新任郓城县知县的姘头白秀英到郓城卖艺。	新任鄆城縣知縣的姘頭白秀英到鄆城賣藝。	新任郓城县知县的姘头白秀英到郓城卖艺。
4051_1	leipzig	zho_news_2020_300K:234738	诛杀	誅殺	继诛杀蒙氏兄弟之后，他们又将杀戮的矛头转向了秦国王室。	繼誅殺蒙氏兄弟之後，他們又將殺戮的矛頭轉向了秦國王室。	继诛杀蒙氏兄弟之后，他们又将杀戮的矛头转向了秦国王室。
4052_1	authored	level-2/4052_1	郤诜丹桂	郤詵丹桂	郤诜丹桂是一个较少见的词语。	郤詵丹桂是一個較少見的詞語。	郤诜丹桂是一个较少见的词语。
4053_1	leipzig	zho_news_2020_300K:196195	诟病	詬病	毕竟他们出手的话，实在是落人诟病。	畢竟他們出手的話，實在是落人詬病。	毕竟他们出手的话，实在是落人诟病。
4054_1	tatoeba	13233305	诠释	詮釋	这部电影试图打破刻板印象，重新诠释何谓真正的男性特质。	這部電影試圖打破刻板印象，重新詮釋何謂真正的男性特質。	這部電影試圖打破刻板印象，重新詮釋何謂真正的男性特質。
4055_1	tatoeba	2432799	造诣	造詣	虽然在钢琴上她的造诣不是很深，但是她勤而好学。	雖然在鋼琴上她的造詣不是很深，但是她勤而好學。	虽然在钢琴上她的造诣不是很深，但是她勤而好学。
4056_1	authored	level-2/4056_1	诤人	諍人	诤人是一个较少见的词语。	諍人是一個較少見的詞語。	诤人是一个较少见的词语。
4057_1	leipzig	zho_news_2020_300K:298601	诧异	詫異	魏小明很诧异：“你怎么变得这么厉害！	魏小明很詫異：“你怎麼變得這麼厲害！	魏小明很诧异：“你怎么变得这么厉害！
4058_1	leipzig	zho_wikipedia_2018_1M:48566	插科打诨	插科打諢	，一般扮演插科打诨比较滑稽或貌不驚人的角色，	，一般扮演插科打諢比較滑稽或貌不驚人的角色，	，一般扮演插科打诨比较滑稽或貌不驚人的角色，
4059_1	leipzig	zho_news_2020_300K:223548	自诩	自詡	看来，我似乎也可自诩为“有足够多的人生历练积累”者了。	看來，我似乎也可自詡為“有足夠多的人生歷練積累”者了。	看来，我似乎也可自诩为“有足够多的人生历练积累”者了。
4070_1	leipzig	zho_news_2020_300K:75249	驽马	駑馬	千里马用来拉磨或不如普通驽马，才尽其用、用当其时方可得“求才”始终，让人才发挥出其最大效能。	千里馬用來拉磨或不如普通駑馬，才盡其用、用當其時方可得“求才”始終，讓人才發揮出其最大效能。	千里马用来拉磨或不如普通驽马，才尽其用、用当其时方可得“求才”始终，让人才发挥出其最大效能。
4074_1	tatoeba	13573939	发绀	發紺	将血压带 (或止血带) 套在手臂上，逐渐增加压力，直到前臂发绀，桡动脉搏动几乎消失。	將血壓帶 (或止血帶) 套在手臂上，逐漸增加壓力，直到前臂發紺，橈動脈搏動幾乎消失。	将血压带 (或止血带) 套在手臂上，逐渐增加压力，直到前臂发绀，桡动脉搏动几乎消失。
4075_1	authored	level-2/4075_1	累绁	累紲	累绁是一个较少见的词语。	累紲是一個較少見的詞語。	累绁是一个较少见的词语。
4076_1	authored	level-2/4076_1	朱绂	朱紱	朱绂是一种器物。	朱紱是一種器物。	朱绂是一种器物。
4077_1	authored	level-2/4077_1	一言既出驷马难追	一言既出駟馬難追	一言既出驷马难追是一个成语或固定说法。	一言既出駟馬難追是一個成語或固定說法。	一言既出驷马难追是一个成语或固定说法。
4078_1	leipzig	zho_news_2020_300K:185040	驸马	駙馬	杨师道尚桂阳公主，拜驸马都尉。	楊師道尚桂陽公主，拜駙馬都尉。	杨师道尚桂阳公主，拜驸马都尉。
4079_1	authored	level-2/4079_1	文绉绉	文縐縐	文绉绉是一个较少见的词语。	文縐縐是一個較少見的詞語。	文绉绉是一个较少见的词语。
4080_1	leipzig	zho_news_2020_300K:273137	相形见绌	相形見絀	这些庞然大物的到来使机场上的其他飞机顿时相形见绌：	這些龐然大物的到來使機場上的其他飛機頓時相形見絀：	这些庞然大物的到来使机场上的其他飞机顿时相形见绌：
4081_1	leipzig	zho_news_2020_300K:275665	驿站	驛站	这是中国的春节，也是中国的逐梦驿站。	這是中國的春節，也是中國的逐夢驛站。	这是中国的春节，也是中国的逐梦驿站。
4082_1	authored	level-2/4082_1	骀借	駘藉	骀借是一个较少见的词语。	駘藉是一個較少見的詞語。	骀借是一个较少见的词语。
4087_1	leipzig	zho_news_2020_300K:273535	玲珑	玲瓏	这些雨花石晶莹圆润，玲珑剔透。	這些雨花石晶瑩圓潤，玲瓏剔透。	这些雨花石晶莹圆润，玲珑剔透。
4090_1	authored	level-2/4090_1	颟里颟顸	顢里顢頇	颟里颟顸是一个较少见的词语。	顢里顢頇是一個較少見的詞語。	颟里颟顸是一个较少见的词语。
4094_1	leipzig	zho_news_2020_300K:79241	垭口	埡口	参加过松山、阴登山、大垭口战役及滇西收复战役。	參加過鬆山、陰登山、大埡口戰役及滇西收復戰役。	参加过松山、阴登山、大垭口战役及滇西收复战役。
4095_1	tatoeba	10529598	老挝	老撾	泰国在北边接壤缅甸和老挝。	泰國在北邊接壤緬甸和老撾。	泰國在北邊接壤緬甸和老撾。
4097_1	leipzig	zho_news_2020_300K:122466	鞭挞	鞭撻	它会鞭挞着我，成为一个优秀的人民教师。	它會鞭撻著我，成為一個優秀的人民教師。	它会鞭挞着我，成为一个优秀的人民教师。
4100_1	authored	level-2/4100_1	贲门	賁門	贲门是一个医学词语。	賁門是一個醫學詞語。	贲门是一个医学词语。
4106_1	authored	level-2/4106_1	东挦西扯	東撏西扯	东挦西扯是一个成语或固定说法。	東撏西扯是一個成語或固定說法。	东挦西扯是一个成语或固定说法。
4109_1	leipzig	zho_wikipedia_2018_1M:840575	荚果	莢果	荚果的形状、大小及荚瓣质地变化很大。	莢果的形狀、大小及莢瓣質地變化很大。	荚果的形状、大小及荚瓣质地变化很大。
4111_1	authored	level-2/4111_1	诛故贳误	誅故貰誤	诛故贳误是一个成语或固定说法。	誅故貰誤是一個成語或固定說法。	诛故贳误是一个成语或固定说法。
4112_1	authored	level-2/4112_1	蓬荜	蓬蓽	蓬荜是一个较少见的词语。	蓬蓽是一個較少見的詞語。	蓬荜是一个较少见的词语。
4118_1	leipzig	zho_wikipedia_2018_1M:463930	荞麦	蕎麥	，山区白族多食粗粮，比如玉米、荞麦。	，山區白族多食粗糧，比如玉米、蕎麥。	，山区白族多食粗粮，比如玉米、荞麦。
4123_1	leipzig	zho_news_2020_300K:157252	荟萃	薈萃	承东启西、接南济北、通江达海、人文荟萃。	承東啟西、接南濟北、通江達海、人文薈萃。	承东启西、接南济北、通江达海、人文荟萃。
4126_1	leipzig	zho_news_2020_300K:248944	荸荠	荸薺	荸荠又甜又脆，可以生吃也可以煮吃。	荸薺又甜又脆，可以生吃也可以煮吃。	荸荠又甜又脆，可以生吃也可以煮吃。
4129_1	leipzig	zho_wikipedia_2018_1M:984753	白垩纪	白堊紀	食虫性动物在中生代上白垩纪地层中就已出现。	食蟲性動物在中生代上白堊紀地層中就已出現。	食虫性动物在中生代上白垩纪地层中就已出现。
4130_1	leipzig	zho_news_2020_300K:131604	荥阳	滎陽	山径绕秋江，胜览幽芳，扶贫政策进荥阳。	山徑繞秋江，勝覽幽芳，扶貧政策進滎陽。	山径绕秋江，胜览幽芳，扶贫政策进荥阳。
4131_1	authored	level-2/4131_1	荦确	犖确	荦确是一个较少见的词语。	犖确是一個較少見的詞語。	荦确是一个较少见的词语。
4132_1	leipzig	zho_news_2020_300K:224315	荨麻疹	蕁麻疹	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	睡醒後在鏡子前坐定，她才發現，原來紅腫的地方，長出了像蕁麻疹似的水腫性團塊，還潰爛了。	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。
4135_1	authored	level-2/4135_1	竹荪	竹蓀	竹荪是一种植物。	竹蓀是一種植物。	竹荪是一种植物。
4137_1	authored	level-2/4137_1	苦荬菜	苦蕒菜	苦荬菜是一种植物。	苦蕒菜是一種植物。	苦荬菜是一种植物。
4140_1	leipzig	zho_news_2020_300K:286819	鳞次栉比	鱗次櫛比	镇内屋宇鳞次栉比，人口在5万以上。	鎮內屋宇鱗次櫛比，人口在5萬以上。	镇内屋宇鳞次栉比，人口在5万以上。
4143_1	leipzig	zho_wikipedia_2018_1M:624252	帘栊	簾櫳	梯横画阁黄昏后，又还是、斜月帘栊。	梯橫畫閣黃昏後，又還是、斜月簾櫳。	梯横画阁黄昏后，又还是、斜月帘栊。
4146_1	leipzig	zho_news_2020_300K:299477	黄栌	黃櫨	黄栌数株，高逾五米，径粗数寸，冠盖亭亭，处草滩中，殊为罕见。	黃櫨數株，高逾五米，徑粗數寸，冠蓋亭亭，處草灘中，殊為罕見。	黄栌数株，高逾五米，径粗数寸，冠盖亭亭，处草滩中，殊为罕见。
4155_1	leipzig	zho_wikipedia_2018_1M:207885	栓皮栎	栓皮櫟	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。	全洲盛產紅木、黑檀木、花梨木、柯巴樹、烏木、樟樹、栲樹、胡桃木、黃漆木、栓皮櫟等經濟林木。	全洲盛产红木、黑檀木、花梨木、柯巴树、乌木、樟树、栲树、胡桃木、黄漆木、栓皮栎等经济林木。
4160_1	authored	level-2/4160_1	柽柳	檉柳	柽柳是一种植物。	檉柳是一種植物。	柽柳是一种植物。
4163_1	leipzig	zho_news_2020_300K:74488	郦道元	酈道元	北魏郦道元作《水经注，大辽水》引《博物志》也记载说：”魏武于马上逢狮子、使格之，杀伤甚众。	北魏酈道元作《水經注，大遼水》引《博物志》也記載說：”魏武於馬上逢獅子、使格之，殺傷甚眾。	北魏郦道元作《水经注，大辽水》引《博物志》也记载说：”魏武于马上逢狮子、使格之，杀伤甚众。
4165_1	leipzig	zho_news_2020_300K:118646	砗磲	硨磲	如果不是陈学冬举报，滥捕砗磲会被发现吗？	如果不是陳學冬舉報，濫捕硨磲會被發現嗎？	如果不是陈学冬举报，滥捕砗磲会被发现吗？
4170_1	authored	level-2/4170_1	聚砜	聚碸	聚砜是一种材料或化学物质。	聚碸是一種材料或化學物質。	聚砜是一种材料或化学物质。
4175_1	leipzig	zho_wikipedia_2018_1M:82109	河殇	河殤	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。	，中國大陸主流媒體在批判趙紫陽的同時，對《河殤》也進行了抨擊。	，中国大陆主流媒体在批判赵紫阳的同时，对《河殇》也进行了抨击。
4178_1	leipzig	zho_wikipedia_2018_1M:237716	轱辘	軲轆	凿井须于竹树下，深见泉脉，上置轱辘引汲，不则盖一小亭覆之。	鑿井須於竹樹下，深見泉脈，上置軲轆引汲，不則蓋一小亭覆之。	凿井须于竹树下，深见泉脉，上置轱辘引汲，不则盖一小亭覆之。
4179_1	leipzig	zho_news_2020_300K:64229	荆轲	荊軻	其中，司马迁细致描写了荆轲刺杀秦王的故事。	其中，司馬遷細緻描寫了荊軻刺殺秦王的故事。	其中，司马迁细致描写了荆轲刺杀秦王的故事。
4180_1	leipzig	zho_wikipedia_2018_1M:252998	辘轳	轆轤	勒勒车，古称辘轳车、罗罗车、牛牛车等，	勒勒車，古稱轆轤車、羅羅車、牛牛車等，	勒勒车，古称辘轳车、罗罗车、牛牛车等，
4181_1	authored	level-2/4181_1	轶闻	軼聞	轶闻是一个较少见的词语。	軼聞是一個較少見的詞語。	轶闻是一个较少见的词语。
4182_1	authored	level-2/4182_1	轸方	軫方	轸方是一个较少见的词语。	軫方是一個較少見的詞語。	轸方是一个较少见的词语。
4183_1	authored	level-2/4183_1	水虿	水蠆	水虿是蜻蜓的幼虫。	水蠆是蜻蜓的幼蟲。	水虿是蜻蜓的幼虫。
4185_1	authored	level-2/4185_1	觇标	覘標	觇标是一个较少见的词语。	覘標是一個較少見的詞語。	觇标是一个较少见的词语。
4189_1	authored	level-2/4189_1	眍䁖	瞘瞜	眍䁖表示一种动作。	瞘瞜表示一種動作。	眍䁖表示一种动作。
4203_1	authored	level-2/4203_1	哓音瘏口	嘵音瘏口	哓音瘏口是一个成语或固定说法。	嘵音瘏口是一個成語或固定說法。	哓音瘏口是一个成语或固定说法。
4204_1	authored	level-2/4204_1	呫哔	呫嗶	呫哔表示一种动作。	呫嗶表示一種動作。	呫哔表示一种动作。
4215_1	authored	level-2/4215_1	干哕	乾噦	干哕表示一种动作。	乾噦表示一種動作。	干哕表示一种动作。
