official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
3960	2	侩	3960_1	儈	false	市侩	市儈	corpus-example	leipzig:zho_news_2020_300K:285510	重要的原因，袁溥之反感杨子烈在婚姻问题上的市侩气味。	重要的原因，袁溥之反感楊子烈在婚姻問題上的市儈氣味。		lexical-context
3963	2	侪	3963_1	儕	false	同侪	同儕	corpus-example	leipzig:zho_wikipedia_2018_1M:821532	自己好好实践，吾不告过你去爱你的同侪么？	自己好好實踐，吾不告過你去愛你的同儕麼？		lexical-context
3966	2	侬	3966_1	儂	false	蓝侬	藍儂	authored-example	project-authored	蓝侬是一个较少见的词语。	藍儂是一個較少見的詞語。		lexical-context
3971	2	刽	3971_1	劊	false	刽子手	劊子手	corpus-example	leipzig:zho_news_2020_300K:235173	罗兰夫人歉意地对刽子手说了一声“对不起！”	羅蘭夫人歉意地對劊子手說了一聲“對不起！”		lexical-context
3973	2	怂	3973_1	慫	false	怂恿	慫恿	corpus-example	tatoeba:919907	广告怂恿我们买奢侈品。	廣告慫恿我們買奢侈品。		lexical-context
3974	2	籴	3974_1	糴	false	平籴	平糴	authored-example	project-authored	平籴是一个较少见的词语。	平糴是一個較少見的詞語。		lexical-context
3976	2	戗	3976_1	戧	false	戗风	戧風	authored-example	project-authored	戗风是一个较少见的词语。	戧風是一個較少見的詞語。		lexical-context
3978	2	䏝	3978_1	膞	false	䏝字	膞字	curated-domain	metalinguistic-fallback	厨师把䏝清洗干净。	廚師把膞清洗乾淨。	Anatomy / food terminology: a rare character associated with an animal gizzard or internal organ.	curated-domain
3983	2	迩	3983_1	邇	false	闻名遐迩	聞名遐邇	corpus-example	tatoeba:13920751	我去年寒假去哈尔滨旅游，参观了闻名遐迩的冰雕展。	我去年寒假去哈爾濱旅遊，參觀了聞名遐邇的冰雕展。		lexical-context
3991	2	枭	3991_1	梟	false	枭雄	梟雄	corpus-example	leipzig:zho_news_2020_300K:96304	国内用户如何才能够免费领取到《刺客信条：枭雄》呢？	國內使用者如何才能夠免費領取到《刺客信條：梟雄》呢？		lexical-context
3992	2	饯	3992_1	餞	false	蜜饯	蜜餞	corpus-example	leipzig:zho_wikipedia_2018_1M:42705	一些食用花卉还可加工为蜜饯，例如菊花、	一些食用花卉還可加工為蜜餞，例如菊花、		lexical-context
3993	2	饴	3993_1	飴	false	饴糖	飴糖	corpus-example	leipzig:zho_wikipedia_2018_1M:555514	料中有麻屑、白糖、香条、桂花等，食时甜酥，骨子虽用饴糖熬制而成，但松脆，落口消深，不沾牙齿。	料中有麻屑、白糖、香條、桂花等，食時甜酥，骨子雖用飴糖熬製而成，但鬆脆，落口消深，不沾牙齒。		lexical-context
3997	2	疠	3997_1	癘	false	瘴疠	瘴癘	corpus-example	leipzig:zho_news_2020_300K:122319	宁远在永州的南边，在九疑山、阳明山两山的围合之中，古称瘴疠之地。	寧遠在永州的南邊，在九疑山、陽明山兩山的圍合之中，古稱瘴癘之地。		lexical-context
3999	2	疡	3999_1	瘍	false	溃疡	潰瘍	corpus-example	leipzig:zho_news_2020_300K:243753	胃肠炎和溃疡的人群要远离这种腌制食物，否则会加重病情。	胃腸炎和潰瘍的人群要遠離這種醃製食物，否則會加重病情。		lexical-context
4003	2	炜	4003_1	煒	false	沈起炜	沈起煒	authored-example	project-authored	沈起炜是一个人名。	沈起煒是一個人名。		lexical-context
4004	2	𬉼	4004_1	熰	false	𬉼字	熰字	curated-domain	metalinguistic-fallback	今年大旱，天气十分𬉼。	今年大旱，天氣十分熰。	Classical environmental vocabulary: describes severe drought or intense heat.	curated-domain
4007	2	炝	4007_1	熗	false	炝字	熗字	curated-domain	metalinguistic-fallback	这道菜先用热油炝一下。	這道菜先用熱油熗一下。	Cooking: a technique involving hot oil, brief boiling, or seasoning before further preparation.	curated-domain
4011	2	泷	4011_1	瀧	false	泷水	瀧水	corpus-example	leipzig:zho_wikipedia_2018_1M:666436	、泷水等较大支流汇入，水量大增；吉水到新干段，切穿武功山余脉，形成一较长的峡谷带。	、瀧水等較大支流匯入，水量大增；吉水到新幹段，切穿武功山餘脈，形成一較長的峽谷帶。		lexical-context
4012	2	泸	4012_1	瀘	false	泸州	瀘州	corpus-example	leipzig:zho_news_2020_300K:275372	这时泸州刚遭受过敌机洗劫，火光未息，一片废墟，惨不忍睹。	這時瀘州剛遭受過敵機洗劫，火光未息，一片廢墟，慘不忍睹。		lexical-context
4017	2	泺	4017_1	濼	false	泺字	濼字	curated-domain	metalinguistic-fallback	泺水流经山东。	濼水流經山東。	Historical geography / hydrology: used in the name of a river in Shandong.	curated-domain
4024	2	泾	4024_1	涇	false	泾县	涇縣	corpus-example	leipzig:zho_news_2020_300K:51520	但男现在部队在敌后，驻在泾县杨村。	但男現在部隊在敵後，駐在涇縣楊村。		lexical-context
4031	2	㤘	4031_1	㥮	false	㤘字	㥮字	curated-domain	metalinguistic-fallback	他的性情十分㤘。	他的性情十分㥮。	Classical character description: denotes stubborn, obstinate, or fierce behaviour.	curated-domain
4034	2	怿	4034_1	懌	false	怿字	懌字	curated-domain	metalinguistic-fallback	闻此喜讯，众人皆怿。	聞此喜訊，眾人皆懌。	Classical literature: means pleased, glad, or delighted.	curated-domain
4038	2	诓	4038_1	誆	false	诓骗	誆騙	authored-example	project-authored	诓骗表示一种动作。	誆騙表示一種動作。		lexical-context
4039	2	诔	4039_1	誄	false	诔赞	誄讚	authored-example	project-authored	诔赞是一个较少见的词语。	誄讚是一個較少見的詞語。		lexical-context
4040	2	诖	4040_1	詿	false	扶同诖误	扶同詿誤	authored-example	project-authored	扶同诖误是一个较少见的词语。	扶同詿誤是一個較少見的詞語。		lexical-context
4041	2	诘	4041_1	詰	false	诘问	詰問	corpus-example	leipzig:zho_wikipedia_2018_1M:280965	取中之，结党欺君，故上召对诘问。	取中之，結黨欺君，故上召對詰問。		lexical-context
4043	2	诙	4043_1	詼	false	诙谐	詼諧	corpus-example	tatoeba:13149133	汤姆具有诙谐的性格。	湯姆具有詼諧的性格。		lexical-context
4045	2	郓	4045_1	鄆	false	郓城县	鄆城縣	corpus-example	leipzig:zho_wikipedia_2018_1M:556715	新任郓城县知县的姘头白秀英到郓城卖艺。	新任鄆城縣知縣的姘頭白秀英到鄆城賣藝。		lexical-context
4048	2	祎	4048_1	禕	false	祎字	禕字	approved-manual	metalinguistic-fallback	古人称其德甚祎。	古人稱其德甚禕。	Classical literature: adjective meaning beautiful, excellent, or admirable.	approved-manual
4051	2	诛	4051_1	誅	false	诛杀	誅殺	corpus-example	leipzig:zho_news_2020_300K:234738	继诛杀蒙氏兄弟之后，他们又将杀戮的矛头转向了秦国王室。	繼誅殺蒙氏兄弟之後，他們又將殺戮的矛頭轉向了秦國王室。		lexical-context
4052	2	诜	4052_1	詵	false	郤诜丹桂	郤詵丹桂	authored-example	project-authored	郤诜丹桂是一个较少见的词语。	郤詵丹桂是一個較少見的詞語。		lexical-context
4053	2	诟	4053_1	詬	false	诟病	詬病	corpus-example	leipzig:zho_news_2020_300K:196195	毕竟他们出手的话，实在是落人诟病。	畢竟他們出手的話，實在是落人詬病。		lexical-context
4054	2	诠	4054_1	詮	false	诠释	詮釋	corpus-example	tatoeba:13233305	这部电影试图打破刻板印象，重新诠释何谓真正的男性特质。	這部電影試圖打破刻板印象，重新詮釋何謂真正的男性特質。		lexical-context
4055	2	诣	4055_1	詣	false	造诣	造詣	corpus-example	tatoeba:2432799	虽然在钢琴上她的造诣不是很深，但是她勤而好学。	雖然在鋼琴上她的造詣不是很深，但是她勤而好學。		lexical-context
4056	2	诤	4056_1	諍	false	诤人	諍人	authored-example	project-authored	诤人是一个较少见的词语。	諍人是一個較少見的詞語。		lexical-context
4057	2	诧	4057_1	詫	false	诧异	詫異	corpus-example	leipzig:zho_news_2020_300K:298601	魏小明很诧异：“你怎么变得这么厉害！	魏小明很詫異：“你怎麼變得這麼厲害！		lexical-context
4058	2	诨	4058_1	諢	false	插科打诨	插科打諢	corpus-example	leipzig:zho_wikipedia_2018_1M:48566	，一般扮演插科打诨比较滑稽或貌不驚人的角色，	，一般扮演插科打諢比較滑稽或貌不驚人的角色，		lexical-context
4059	2	诩	4059_1	詡	false	自诩	自詡	corpus-example	leipzig:zho_news_2020_300K:223548	看来，我似乎也可自诩为“有足够多的人生历练积累”者了。	看來，我似乎也可自詡為“有足夠多的人生歷練積累”者了。		lexical-context
4070	2	驽	4070_1	駑	false	驽马	駑馬	corpus-example	leipzig:zho_news_2020_300K:75249	千里马用来拉磨或不如普通驽马，才尽其用、用当其时方可得“求才”始终，让人才发挥出其最大效能。	千里馬用來拉磨或不如普通駑馬，才盡其用、用當其時方可得“求才”始終，讓人才發揮出其最大效能。		lexical-context
4074	2	绀	4074_1	紺	false	发绀	發紺	corpus-example	tatoeba:13573939	将血压带 (或止血带) 套在手臂上，逐渐增加压力，直到前臂发绀，桡动脉搏动几乎消失。	將血壓帶 (或止血帶) 套在手臂上，逐漸增加壓力，直到前臂發紺，橈動脈搏動幾乎消失。		lexical-context
4075	2	绁	4075_1	紲	false	累绁	累紲	authored-example	project-authored	累绁是一个较少见的词语。	累紲是一個較少見的詞語。		lexical-context
4076	2	绂	4076_1	紱	false	朱绂	朱紱	authored-example	project-authored	朱绂是一种器物。	朱紱是一種器物。		lexical-context
4077	2	驷	4077_1	駟	false	一言既出驷马难追	一言既出駟馬難追	authored-example	project-authored	一言既出驷马难追是一个成语或固定说法。	一言既出駟馬難追是一個成語或固定說法。		lexical-context
4078	2	驸	4078_1	駙	false	驸马	駙馬	corpus-example	leipzig:zho_news_2020_300K:185040	杨师道尚桂阳公主，拜驸马都尉。	楊師道尚桂陽公主，拜駙馬都尉。		lexical-context
4079	2	绉	4079_1	縐	false	文绉绉	文縐縐	authored-example	project-authored	文绉绉是一个较少见的词语。	文縐縐是一個較少見的詞語。		lexical-context
4080	2	绌	4080_1	絀	false	相形见绌	相形見絀	corpus-example	leipzig:zho_news_2020_300K:273137	这些庞然大物的到来使机场上的其他飞机顿时相形见绌：	這些龐然大物的到來使機場上的其他飛機頓時相形見絀：		lexical-context
4081	2	驿	4081_1	驛	false	驿站	驛站	corpus-example	leipzig:zho_news_2020_300K:275665	这是中国的春节，也是中国的逐梦驿站。	這是中國的春節，也是中國的逐夢驛站。		lexical-context
4082	2	骀	4082_1	駘	false	骀借	駘藉	authored-example	project-authored	骀借是一个较少见的词语。	駘藉是一個較少見的詞語。		lexical-context
4087	2	珑	4087_1	瓏	false	玲珑	玲瓏	corpus-example	leipzig:zho_news_2020_300K:273535	这些雨花石晶莹圆润，玲珑剔透。	這些雨花石晶瑩圓潤，玲瓏剔透。		lexical-context
4090	2	顸	4090_1	頇	false	颟里颟顸	顢里顢頇	authored-example	project-authored	颟里颟顸是一个较少见的词语。	顢里顢頇是一個較少見的詞語。		lexical-context
4094	2	垭	4094_1	埡	false	垭口	埡口	corpus-example	leipzig:zho_news_2020_300K:79241	参加过松山、阴登山、大垭口战役及滇西收复战役。	參加過鬆山、陰登山、大埡口戰役及滇西收復戰役。		lexical-context
4095	2	挝	4095_1	撾	false	老挝	老撾	corpus-example	tatoeba:10529598	泰国在北边接壤缅甸和老挝。	泰國在北邊接壤緬甸和老撾。		lexical-context
4097	2	挞	4097_1	撻	false	鞭挞	鞭撻	corpus-example	leipzig:zho_news_2020_300K:122466	它会鞭挞着我，成为一个优秀的人民教师。	它會鞭撻著我，成為一個優秀的人民教師。		lexical-context
4100	2	贲	4100_1	賁	false	贲门	賁門	authored-example	project-authored	贲门是一个医学词语。	賁門是一個醫學詞語。		lexical-context
4101	2	垱	4101_1	壋	false	垱字	壋字	curated-domain	metalinguistic-fallback	农民修好垱来引水。	農民修好壋來引水。	Traditional agriculture / irrigation: a small dike used to divert water in a field.	curated-domain
4106	2	挦	4106_1	撏	false	东挦西扯	東撏西扯	authored-example	project-authored	东挦西扯是一个成语或固定说法。	東撏西扯是一個成語或固定說法。		lexical-context
4109	2	荚	4109_1	莢	false	荚果	莢果	corpus-example	leipzig:zho_wikipedia_2018_1M:840575	荚果的形状、大小及荚瓣质地变化很大。	莢果的形狀、大小及莢瓣質地變化很大。		lexical-context
4111	2	贳	4111_1	貰	false	诛故贳误	誅故貰誤	authored-example	project-authored	诛故贳误是一个成语或固定说法。	誅故貰誤是一個成語或固定說法。		lexical-context
4112	2	荜	4112_1	蓽	false	蓬荜	蓬蓽	authored-example	project-authored	蓬荜是一个较少见的词语。	蓬蓽是一個較少見的詞語。		lexical-context
4118	2	荞	4118_1	蕎	false	荞麦	蕎麥	corpus-example	leipzig:zho_wikipedia_2018_1M:463930	，山区白族多食粗粮，比如玉米、荞麦。	，山區白族多食粗糧，比如玉米、蕎麥。		lexical-context
4123	2	荟	4123_1	薈	false	荟萃	薈萃	corpus-example	leipzig:zho_news_2020_300K:157252	承东启西、接南济北、通江达海、人文荟萃。	承東啟西、接南濟北、通江達海、人文薈萃。		lexical-context
4126	2	荠	4126_1	薺	false	荸荠	荸薺	corpus-example	leipzig:zho_news_2020_300K:248944	荸荠又甜又脆，可以生吃也可以煮吃。	荸薺又甜又脆，可以生吃也可以煮吃。		lexical-context
4129	2	垩	4129_1	堊	false	白垩纪	白堊紀	corpus-example	leipzig:zho_wikipedia_2018_1M:984753	食虫性动物在中生代上白垩纪地层中就已出现。	食蟲性動物在中生代上白堊紀地層中就已出現。		lexical-context
4130	2	荥	4130_1	滎	false	荥阳	滎陽	corpus-example	leipzig:zho_news_2020_300K:131604	山径绕秋江，胜览幽芳，扶贫政策进荥阳。	山徑繞秋江，勝覽幽芳，扶貧政策進滎陽。		lexical-context
4131	2	荦	4131_1	犖	false	荦确	犖确	authored-example	project-authored	荦确是一个较少见的词语。	犖确是一個較少見的詞語。		lexical-context
4132	2	荨	4132_1	蕁	false	荨麻疹	蕁麻疹	corpus-example	leipzig:zho_news_2020_300K:224315	睡醒后在镜子前坐定，她才发现，原来红肿的地方，长出了像荨麻疹似的水肿性团块，还溃烂了。	睡醒後在鏡子前坐定，她才發現，原來紅腫的地方，長出了像蕁麻疹似的水腫性團塊，還潰爛了。		lexical-context
4133	2	荩	4133_1	藎	false	荩字	藎字	domain-template	metalinguistic-fallback	本草书中记载了荩。	本草書中記載了藎。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
4135	2	荪	4135_1	蓀	false	竹荪	竹蓀	authored-example	project-authored	竹荪是一种植物。	竹蓀是一種植物。		lexical-context
4137	2	荬	4137_1	蕒	false	苦荬菜	苦蕒菜	authored-example	project-authored	苦荬菜是一种植物。	苦蕒菜是一種植物。		lexical-context
4138	2	荮	4138_1	葤	false	荮字	葤字	domain-template	metalinguistic-fallback	本草书中记载了荮。	本草書中記載了葤。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
